icecream_flavor,icecream_price,icecream_rating,customer_id,shop_city
mint chocolate chips,1.67,4,C6505,Campinas
vanilla,7.12,3,A8641,Barueri
strawberry,7.91,2,C7950,Campinas
vanilla,3.04,4,C6505,São Paulo
pistachio,4.37,3,C6505,Barueri
strawberry,2.5,3,D5888,Ribeirão Pires
strawberry,9.52,2,D6107,Ribeirão Pires
mint chocolate chips,9.07,3,A8641,São Paulo
cookies and cream,1.84,2,B8212,Barueri
cookies and cream,3.68,2,B8212,Campinas
vanilla,6.46,3,A1234,Barueri
pistachio,5.21,3,A1234,Campinas
cookies and cream,8.93,1,B4252,Campinas
strawberry,2.71,2,A2464,Barueri
pistachio,1.01,2,C1904,Campinas
vanilla,3.13,1,D8176,São Paulo
chocolate,7.94,4,D6895,Campinas
cookies and cream,8.74,3,C1904,Ribeirão Pires
cookies and cream,7.7,4,B4383,Barueri
mint chocolate chips,3.74,1,C9360,Ribeirão Pires
mint chocolate chips,1.87,2,D7337,São Paulo
chocolate,6.31,3,B2164,Campinas
vanilla,5.11,1,D8176,Campinas
strawberry,7.36,4,D9444,Campinas
vanilla,3.78,1,D6895,Campinas
strawberry,5.4,4,B2164,São Paulo
chocolate,3.59,1,A1234,Barueri
vanilla,9.39,2,B2148,São Paulo
vanilla,1.96,3,B5052,São Paulo
vanilla,5.63,3,D9444,Ribeirão Pires
mint chocolate chips,8.37,2,D6895,São Paulo
mint chocolate chips,4.54,3,C4371,São Paulo
vanilla,2.09,1,A1234,São Paulo
strawberry,1.36,1,B6646,São Paulo
cookies and cream,6.05,2,B5911,Barueri
chocolate,8.1,4,D6506,Ribeirão Pires
pistachio,7.76,2,D7337,Ribeirão Pires
strawberry,5.56,4,A5346,São Paulo
cookies and cream,8.86,4,A3907,Ribeirão Pires
chocolate,9.82,2,A2464,Campinas
chocolate,1.82,1,D3516,Ribeirão Pires
pistachio,8.37,3,D9444,Campinas
cookies and cream,1.88,2,C3529,Ribeirão Pires
vanilla,9.68,1,C4371,Campinas
chocolate,5.35,2,B4383,São Paulo
cookies and cream,2.58,4,B5004,Ribeirão Pires
mint chocolate chips,1.74,3,B4252,Campinas
mint chocolate chips,9.91,2,B2164,Barueri
strawberry,1.62,4,A1252,Campinas
chocolate,9.84,2,C4371,São Paulo
strawberry,3.46,1,C9360,Campinas
chocolate,4.82,1,C2949,Campinas
cookies and cream,8.86,4,D6107,Barueri
strawberry,2.65,3,C1904,São Paulo
chocolate,4.93,4,C6739,Barueri
vanilla,1.28,1,B2148,Ribeirão Pires
mint chocolate chips,6.41,2,C9360,São Paulo
pistachio,2.4,2,C2318,Campinas
chocolate,6.95,1,A8639,Barueri
mint chocolate chips,1.03,4,B6646,Ribeirão Pires
cookies and cream,9.31,2,A8639,São Paulo
vanilla,8.05,3,B2148,Campinas
pistachio,9.21,1,B8212,Ribeirão Pires
pistachio,5.58,2,A8639,Ribeirão Pires
chocolate,1.16,2,A1234,Ribeirão Pires
mint chocolate chips,6.11,4,B5004,São Paulo
vanilla,8.13,4,C6739,Campinas
mint chocolate chips,8.65,3,B5052,Campinas
mint chocolate chips,6.84,3,A2464,Ribeirão Pires
pistachio,2.75,1,B5052,São Paulo
chocolate,6.64,2,B4252,Ribeirão Pires
chocolate,2.52,4,A1252,Ribeirão Pires
strawberry,4.57,4,B2148,São Paulo
mint chocolate chips,4.15,4,B5911,São Paulo
cookies and cream,9.71,2,B4252,Campinas
vanilla,6.16,4,A8641,Barueri
vanilla,6.97,3,B6646,Ribeirão Pires
strawberry,3.53,3,C1904,Barueri
pistachio,5.65,2,D8176,Campinas
strawberry,6.62,4,B5004,São Paulo
chocolate,2.31,1,A3907,Barueri
strawberry,3.14,2,B5004,São Paulo
mint chocolate chips,4.26,2,D9444,Campinas
vanilla,5.63,3,B5911,Barueri
cookies and cream,2.55,2,D7337,Campinas
mint chocolate chips,1.8,3,D6506,São Paulo
chocolate,1.02,1,D2572,Campinas
cookies and cream,3.97,3,D7337,São Paulo
cookies and cream,5.8,1,B5052,Campinas
cookies and cream,8.8,3,B4252,Campinas
pistachio,8.49,2,B4252,Barueri
cookies and cream,3.18,1,D5888,Campinas
chocolate,1.36,4,A3078,Barueri
vanilla,6.93,1,D3516,Barueri
vanilla,3.09,4,A1234,Campinas
mint chocolate chips,8.48,1,C6505,Ribeirão Pires
cookies and cream,9.65,1,A2464,São Paulo
strawberry,5.94,4,B6646,Ribeirão Pires
vanilla,8.45,1,A5289,Campinas
mint chocolate chips,4.76,2,C6505,São Paulo
chocolate,9.75,1,D6506,Ribeirão Pires
chocolate,6.19,2,A1234,Barueri
chocolate,5.84,1,B5911,Barueri
pistachio,3.33,3,C2318,Barueri
chocolate,4.89,4,A5346,Barueri
chocolate,5.47,1,D9444,Campinas
cookies and cream,9.09,4,B5004,São Paulo
chocolate,3.98,1,A3907,Ribeirão Pires
strawberry,7.81,2,A2464,Ribeirão Pires
cookies and cream,5.05,1,D5888,Barueri
cookies and cream,6.18,3,C2318,Ribeirão Pires
vanilla,1.47,2,A2464,Campinas
mint chocolate chips,3.25,3,D6506,Ribeirão Pires
cookies and cream,9.27,2,B5004,São Paulo
mint chocolate chips,6.74,2,A1234,Barueri
mint chocolate chips,5.4,3,D7337,Ribeirão Pires
cookies and cream,6.93,3,A1234,São Paulo
vanilla,2.55,4,C3529,Campinas
strawberry,1.91,4,C7950,Barueri
chocolate,9.18,3,D6895,Campinas
pistachio,6.66,1,D6506,Ribeirão Pires
cookies and cream,3.12,2,A9787,Barueri
chocolate,2.44,1,D8176,São Paulo
cookies and cream,3.79,2,A5346,Ribeirão Pires
strawberry,7.35,4,D1025,Ribeirão Pires
strawberry,2.25,4,C6505,São Paulo
vanilla,7.99,2,C1904,São Paulo
strawberry,1.28,1,C7950,São Paulo
pistachio,3.95,4,A2464,Ribeirão Pires
mint chocolate chips,5.05,3,C2318,Barueri
strawberry,9.6,2,C4371,Ribeirão Pires
vanilla,8.24,2,B5052,Ribeirão Pires
cookies and cream,6.13,3,C2949,Ribeirão Pires
strawberry,6.86,4,A3907,Ribeirão Pires
chocolate,9.54,2,D6895,Barueri
chocolate,9.48,2,D8176,Ribeirão Pires
cookies and cream,4.04,2,D2572,Barueri
strawberry,8.39,2,C3529,Barueri
strawberry,3.41,3,C9360,São Paulo
strawberry,5.21,4,C6250,Barueri
chocolate,7.64,3,C6250,Barueri
pistachio,2.14,1,B5052,Campinas
cookies and cream,9.56,4,A3907,Campinas
pistachio,3.11,1,A1234,Barueri
chocolate,6.04,2,B2164,Ribeirão Pires
cookies and cream,9.24,2,C1904,Barueri
vanilla,3.41,1,A1234,Ribeirão Pires
pistachio,4.0,1,C3529,Campinas
pistachio,4.83,2,B4383,Ribeirão Pires
cookies and cream,6.62,4,A2464,Ribeirão Pires
chocolate,4.54,3,C9360,Campinas
strawberry,3.72,3,C6505,Ribeirão Pires
mint chocolate chips,9.92,2,D9444,Campinas
mint chocolate chips,3.48,3,D7337,Ribeirão Pires
mint chocolate chips,6.1,1,C1904,Ribeirão Pires
strawberry,2.09,2,C7950,Campinas
mint chocolate chips,5.08,3,B8212,Ribeirão Pires
strawberry,5.71,3,B4383,Ribeirão Pires
mint chocolate chips,4.27,1,B5052,Campinas
vanilla,6.61,4,C7950,Ribeirão Pires
strawberry,5.18,3,A2464,Ribeirão Pires
cookies and cream,1.36,2,A3078,Ribeirão Pires
cookies and cream,2.05,3,A5289,Ribeirão Pires
strawberry,8.59,4,C7950,Campinas
vanilla,4.48,3,C2318,Barueri
pistachio,1.72,4,B3946,Barueri
pistachio,5.31,2,A1252,Barueri
chocolate,2.5,1,C4371,Barueri
mint chocolate chips,6.52,3,D6107,Ribeirão Pires
pistachio,7.97,1,B2164,Barueri
chocolate,6.44,1,B6646,Campinas
mint chocolate chips,5.68,1,D6506,Campinas
chocolate,3.06,1,A9787,São Paulo
cookies and cream,9.1,4,B2148,Ribeirão Pires
strawberry,7.22,1,A8639,São Paulo
chocolate,2.31,3,A9787,Barueri
strawberry,7.14,1,A5289,Barueri
mint chocolate chips,4.16,2,B4252,São Paulo
mint chocolate chips,8.26,4,B5004,São Paulo
vanilla,7.61,3,A3078,Ribeirão Pires
strawberry,9.46,4,B8212,São Paulo
mint chocolate chips,3.21,4,B6646,Ribeirão Pires
cookies and cream,5.92,3,D5888,Campinas
pistachio,5.62,2,D8176,Ribeirão Pires
cookies and cream,1.88,1,C6739,Ribeirão Pires
vanilla,2.7,2,B2164,Barueri
chocolate,8.44,2,C2318,Ribeirão Pires
strawberry,8.78,3,B5004,São Paulo
cookies and cream,1.14,4,D2572,São Paulo
vanilla,6.04,4,A8639,Ribeirão Pires
chocolate,7.29,3,C6739,Ribeirão Pires
mint chocolate chips,9.64,3,C6739,Campinas
vanilla,3.52,4,D6107,São Paulo
mint chocolate chips,8.1,4,B5911,São Paulo
strawberry,6.88,1,D6895,Campinas
vanilla,7.42,1,D7337,São Paulo
cookies and cream,6.16,1,A9787,Campinas
strawberry,3.17,4,C4371,Barueri
mint chocolate chips,9.49,3,A2464,Campinas
vanilla,4.63,3,C2318,São Paulo
cookies and cream,3.81,3,C6739,Campinas
chocolate,8.38,3,D5888,Barueri
mint chocolate chips,2.74,4,C3529,Ribeirão Pires
cookies and cream,4.71,2,D6506,Ribeirão Pires
mint chocolate chips,2.78,3,A8639,São Paulo
cookies and cream,7.89,4,C6739,Ribeirão Pires
vanilla,4.48,4,A9787,Ribeirão Pires
mint chocolate chips,9.31,2,A2464,Campinas
mint chocolate chips,2.06,3,D5888,Ribeirão Pires
pistachio,2.41,3,A1252,São Paulo
chocolate,4.7,1,A1252,São Paulo
pistachio,4.12,1,C9360,Campinas
mint chocolate chips,7.18,4,D6895,Campinas
chocolate,4.42,1,D3516,Ribeirão Pires
chocolate,7.17,4,B4383,São Paulo
chocolate,1.4,3,A3907,São Paulo
chocolate,6.69,4,C2318,Barueri
vanilla,4.63,2,A5289,Campinas
vanilla,5.19,4,D6107,Barueri
vanilla,2.12,1,B6646,Campinas
pistachio,4.08,2,A8639,Ribeirão Pires
mint chocolate chips,8.83,2,D7337,São Paulo
strawberry,4.84,4,A8641,Barueri
mint chocolate chips,7.42,2,D6107,Ribeirão Pires
pistachio,5.35,3,C6739,Barueri
cookies and cream,5.59,1,B5004,Campinas
chocolate,3.31,4,B6646,Barueri
pistachio,7.68,3,B4252,Campinas
pistachio,8.75,3,C6505,São Paulo
pistachio,6.21,4,D6506,São Paulo
chocolate,2.3,1,C1904,Ribeirão Pires
pistachio,2.15,2,B8212,Barueri
strawberry,9.01,2,A1234,Ribeirão Pires
vanilla,8.25,4,D2572,Ribeirão Pires
pistachio,2.2,4,D6107,Barueri
vanilla,7.04,3,C4371,Barueri
pistachio,6.03,4,D2572,São Paulo
mint chocolate chips,3.75,3,D6107,Ribeirão Pires
vanilla,8.53,1,B3946,Barueri
pistachio,5.73,1,B6646,Ribeirão Pires
strawberry,9.3,1,A5289,Campinas
vanilla,4.59,2,C2318,Ribeirão Pires
pistachio,7.09,1,B5911,Barueri
pistachio,6.81,2,A2464,São Paulo
vanilla,7.43,4,C3529,Barueri
mint chocolate chips,2.96,3,A5346,São Paulo
pistachio,7.29,3,C7950,Ribeirão Pires
pistachio,1.32,2,B8212,Campinas
cookies and cream,7.65,1,A5289,Ribeirão Pires
strawberry,1.29,1,A9787,Ribeirão Pires
vanilla,8.45,2,D1025,Ribeirão Pires
strawberry,9.76,3,D2572,Ribeirão Pires
mint chocolate chips,9.72,4,D6107,Campinas
vanilla,9.7,3,C6505,Ribeirão Pires
vanilla,9.42,3,B5004,Campinas
mint chocolate chips,9.55,4,C2949,São Paulo
vanilla,7.03,4,B3946,Campinas
chocolate,3.16,2,A1234,Ribeirão Pires
pistachio,4.61,1,D9444,Campinas
cookies and cream,5.03,4,A9787,Ribeirão Pires
mint chocolate chips,9.87,2,A9787,Campinas
pistachio,4.1,4,A3907,Ribeirão Pires
mint chocolate chips,8.92,1,D6895,Ribeirão Pires
strawberry,8.04,4,B4383,Barueri
chocolate,6.37,2,A1252,Ribeirão Pires
vanilla,2.42,2,A8639,São Paulo
cookies and cream,8.22,1,A8639,Barueri
mint chocolate chips,2.38,1,A5346,Barueri
cookies and cream,4.37,3,B5004,Campinas
cookies and cream,4.55,3,C3529,Ribeirão Pires
pistachio,6.98,4,C2318,São Paulo
pistachio,5.91,2,C6739,Barueri
mint chocolate chips,9.92,1,B5911,São Paulo
vanilla,3.73,2,B5004,São Paulo
strawberry,2.34,1,A1252,Ribeirão Pires
vanilla,8.04,1,A8639,São Paulo
mint chocolate chips,6.47,4,C6250,Barueri
pistachio,9.1,3,A9787,Barueri
mint chocolate chips,4.75,4,C4371,São Paulo
mint chocolate chips,9.35,4,B4252,São Paulo
strawberry,5.31,3,C6505,São Paulo
cookies and cream,2.71,3,C1904,Barueri
cookies and cream,1.39,3,D6506,Barueri
pistachio,4.21,3,A8639,São Paulo
strawberry,6.57,4,C6250,Barueri
pistachio,8.01,1,C2949,São Paulo
mint chocolate chips,9.15,1,A8639,São Paulo
strawberry,6.59,2,D6895,Ribeirão Pires
strawberry,3.39,3,D5888,Ribeirão Pires
mint chocolate chips,9.19,1,B5911,Campinas
strawberry,3.36,2,A8639,Ribeirão Pires
pistachio,4.03,3,B2148,Ribeirão Pires
vanilla,8.43,4,A3907,Barueri
strawberry,3.6,4,B5911,Ribeirão Pires
cookies and cream,9.86,3,C1904,Ribeirão Pires
strawberry,3.65,2,A3907,Barueri
pistachio,1.16,3,D5888,Ribeirão Pires
mint chocolate chips,9.65,4,B4252,Barueri
mint chocolate chips,2.52,2,D9444,São Paulo
strawberry,4.64,1,D6895,Barueri
chocolate,1.04,4,A5289,Barueri
chocolate,1.5,3,B5052,Campinas
cookies and cream,3.76,1,D5888,Barueri
mint chocolate chips,7.66,1,A5346,Barueri
strawberry,7.39,1,C6250,Campinas
mint chocolate chips,3.94,3,A5289,Barueri
pistachio,7.6,2,D6506,Campinas
pistachio,3.34,3,D6895,Barueri
chocolate,1.72,1,C3529,São Paulo
vanilla,8.22,2,D6506,Campinas
mint chocolate chips,3.57,3,B8212,São Paulo
strawberry,1.65,2,C4371,Ribeirão Pires
mint chocolate chips,5.88,1,C3529,Ribeirão Pires
chocolate,8.54,1,D6895,Ribeirão Pires
cookies and cream,8.05,1,A5289,Campinas
mint chocolate chips,8.47,3,B6646,São Paulo
chocolate,4.35,2,A9787,Campinas
cookies and cream,3.48,1,C2318,São Paulo
vanilla,9.5,2,A1234,Ribeirão Pires
strawberry,2.43,1,A5289,Barueri
mint chocolate chips,1.38,1,C2949,Campinas
strawberry,5.01,1,D9444,Campinas
strawberry,4.31,4,D8176,Barueri
mint chocolate chips,3.55,4,D2572,Barueri
chocolate,9.26,3,C7950,Campinas
strawberry,4.54,2,C7950,São Paulo
mint chocolate chips,2.64,4,D2572,Barueri
chocolate,3.71,2,B5052,São Paulo
chocolate,2.26,3,D6506,São Paulo
pistachio,1.23,2,D7337,Ribeirão Pires
mint chocolate chips,7.22,4,D6506,Barueri
mint chocolate chips,9.45,1,C6250,Ribeirão Pires
pistachio,4.48,2,C6250,Barueri
chocolate,2.06,1,D2572,Ribeirão Pires
strawberry,4.88,3,B2148,Campinas
strawberry,1.6,1,D7337,Barueri
chocolate,2.5,3,D3516,Ribeirão Pires
mint chocolate chips,8.35,1,D2572,Barueri
mint chocolate chips,5.24,2,A1252,Ribeirão Pires
chocolate,7.95,1,A2464,São Paulo
chocolate,7.77,3,A5289,São Paulo
mint chocolate chips,6.62,1,B4383,Ribeirão Pires
vanilla,8.23,4,C6250,São Paulo
pistachio,7.25,3,A8639,São Paulo
cookies and cream,6.25,1,A5346,Campinas
strawberry,6.53,2,A8639,São Paulo
cookies and cream,9.86,1,A2464,Campinas
strawberry,3.32,2,A1252,Barueri
chocolate,4.92,2,B5052,Barueri
mint chocolate chips,3.93,1,A3078,São Paulo
strawberry,9.07,1,D2572,Campinas
chocolate,9.04,3,A1252,São Paulo
vanilla,9.6,2,B2164,Ribeirão Pires
mint chocolate chips,1.98,3,D9444,São Paulo
mint chocolate chips,3.19,1,D6107,Campinas
pistachio,4.29,1,B2164,São Paulo
mint chocolate chips,6.17,1,A1234,Campinas
cookies and cream,8.12,3,C4371,São Paulo
strawberry,1.67,1,C6505,Campinas
strawberry,6.9,4,B4383,Barueri
strawberry,2.6,1,B4252,Ribeirão Pires
pistachio,7.26,1,D1025,Barueri
pistachio,2.61,3,D9444,Ribeirão Pires
chocolate,2.01,1,C2949,Barueri
pistachio,2.06,1,C7950,Barueri
chocolate,2.87,4,D6895,Campinas
cookies and cream,7.85,3,C1904,Barueri
strawberry,6.87,3,D6895,São Paulo
cookies and cream,4.71,2,C2949,Barueri
chocolate,1.23,2,A5346,São Paulo
mint chocolate chips,5.17,4,B6646,Ribeirão Pires
strawberry,8.9,4,A3078,Barueri
chocolate,9.04,3,D5888,Barueri
vanilla,3.67,1,A5289,Campinas
vanilla,6.61,4,B5052,Campinas
chocolate,2.4,4,A3078,Ribeirão Pires
cookies and cream,9.88,1,C4371,São Paulo
strawberry,6.39,1,A8641,Campinas
mint chocolate chips,5.95,1,D6895,Barueri
vanilla,3.64,2,A2464,Campinas
vanilla,3.32,3,B5004,Barueri
pistachio,5.14,3,B5004,São Paulo
mint chocolate chips,2.76,1,C6250,Barueri
mint chocolate chips,1.28,3,A3078,São Paulo
strawberry,5.15,1,B3946,Campinas
vanilla,3.27,2,C1904,Barueri
cookies and cream,3.9,2,C9360,Ribeirão Pires
cookies and cream,2.92,3,A8641,Ribeirão Pires
pistachio,1.2,1,B2164,Ribeirão Pires
strawberry,7.18,3,B5004,Ribeirão Pires
pistachio,2.8,4,B5911,Barueri
strawberry,5.59,3,B3946,São Paulo
mint chocolate chips,2.96,3,D6107,Barueri
pistachio,3.08,2,B2164,Ribeirão Pires
strawberry,6.24,4,C9360,Campinas
strawberry,9.55,1,D6895,São Paulo
mint chocolate chips,4.14,4,C9360,São Paulo
vanilla,9.72,3,C6739,Ribeirão Pires
cookies and cream,3.16,4,A8639,Campinas
chocolate,8.62,2,A1234,Campinas
cookies and cream,7.38,4,A8641,Ribeirão Pires
cookies and cream,5.77,4,A3078,São Paulo
mint chocolate chips,9.4,4,A5346,Ribeirão Pires
strawberry,2.45,1,D8176,Campinas
cookies and cream,7.75,2,A8641,Campinas
vanilla,7.09,3,A8639,São Paulo
mint chocolate chips,8.38,1,B2148,São Paulo
chocolate,4.7,1,C6250,São Paulo
vanilla,9.86,2,B4383,Ribeirão Pires
pistachio,3.18,3,B5052,Ribeirão Pires
vanilla,9.14,3,A1252,Ribeirão Pires
strawberry,8.39,4,A8641,Campinas
vanilla,6.5,1,D5888,Barueri
cookies and cream,6.97,1,D6107,Ribeirão Pires
pistachio,5.28,4,C4371,Campinas
chocolate,7.43,4,C9360,Campinas
mint chocolate chips,8.69,1,B2148,São Paulo
pistachio,1.0,3,C6739,Campinas
vanilla,5.94,3,B2148,Ribeirão Pires
vanilla,7.49,1,B5004,Barueri
cookies and cream,5.04,3,C3529,Barueri
cookies and cream,4.92,1,C4371,Ribeirão Pires
chocolate,5.91,2,A1252,São Paulo
strawberry,3.63,3,A1234,São Paulo
chocolate,2.95,3,B2148,Campinas
mint chocolate chips,4.06,2,D2572,Ribeirão Pires
mint chocolate chips,3.77,3,A1234,Campinas
pistachio,3.0,1,A5346,Barueri
strawberry,4.0,1,D6107,São Paulo
strawberry,6.33,3,B8212,Campinas
strawberry,3.63,3,D3516,Barueri
mint chocolate chips,4.62,2,C4371,Ribeirão Pires
strawberry,4.92,4,A3907,Campinas
mint chocolate chips,1.49,4,B3946,Campinas
cookies and cream,5.0,3,C1904,Barueri
mint chocolate chips,3.48,2,B4252,Barueri
chocolate,6.19,4,D9444,Ribeirão Pires
mint chocolate chips,4.9,1,D1025,Ribeirão Pires
strawberry,8.85,1,B5004,Ribeirão Pires
chocolate,4.43,4,D3516,Barueri
strawberry,1.28,4,D2572,Ribeirão Pires
strawberry,9.57,3,C6505,Barueri
vanilla,8.66,3,C6505,Barueri
vanilla,9.69,4,C6250,Ribeirão Pires
vanilla,8.08,1,C4371,Campinas
pistachio,5.96,1,B5004,Campinas
cookies and cream,5.37,4,D5888,São Paulo
vanilla,4.78,3,D6506,Barueri
chocolate,9.79,2,C6505,Barueri
chocolate,9.96,4,A9787,São Paulo
mint chocolate chips,4.44,4,B4383,Campinas
strawberry,8.22,4,B6646,São Paulo
mint chocolate chips,8.92,3,A2464,Barueri
vanilla,4.37,2,B3946,Campinas
cookies and cream,6.75,3,A2464,São Paulo
mint chocolate chips,5.05,2,B2164,São Paulo
strawberry,6.41,1,B4252,Campinas
mint chocolate chips,1.04,4,C4371,São Paulo
vanilla,3.4,3,C6739,Ribeirão Pires
vanilla,8.37,3,B5052,Barueri
mint chocolate chips,8.98,2,C3529,Barueri
pistachio,7.17,3,A8639,Campinas
strawberry,1.78,1,B8212,Barueri
vanilla,7.66,3,B4252,São Paulo
chocolate,1.53,2,D1025,Ribeirão Pires
pistachio,5.48,1,D6506,São Paulo
chocolate,3.49,4,C9360,São Paulo
mint chocolate chips,3.17,4,A8639,São Paulo
chocolate,5.5,1,B5052,Barueri
mint chocolate chips,7.59,4,A1234,Campinas
strawberry,7.86,1,A3078,Ribeirão Pires
mint chocolate chips,4.35,3,D8176,Barueri
vanilla,2.61,4,A2464,São Paulo
mint chocolate chips,4.54,2,D6506,São Paulo
strawberry,5.72,3,C3529,Barueri
mint chocolate chips,9.6,2,C6250,São Paulo
strawberry,1.38,1,D5888,Barueri
chocolate,1.98,2,B4252,Campinas
vanilla,6.8,3,D3516,Campinas
mint chocolate chips,8.07,4,B5004,São Paulo
pistachio,7.44,4,D8176,Ribeirão Pires
cookies and cream,6.47,2,B3946,Barueri
cookies and cream,2.92,3,B2164,Barueri
vanilla,9.19,3,B3946,Ribeirão Pires
chocolate,8.61,2,C6250,Campinas
cookies and cream,4.83,2,A3078,Campinas
vanilla,5.36,1,C2318,Ribeirão Pires
vanilla,6.11,3,C7950,Ribeirão Pires
strawberry,9.13,2,A3078,Ribeirão Pires
strawberry,2.92,3,C6505,Ribeirão Pires
cookies and cream,7.82,4,C4371,Campinas
chocolate,1.69,2,B2164,Campinas
vanilla,9.05,2,D1025,Campinas
vanilla,9.58,2,D2572,São Paulo
mint chocolate chips,8.09,1,D6107,Campinas
mint chocolate chips,3.61,1,A5346,Campinas
strawberry,4.02,4,D6506,Ribeirão Pires
vanilla,1.24,3,D6895,Barueri
strawberry,9.25,4,D5888,Ribeirão Pires
vanilla,7.73,2,A2464,São Paulo
vanilla,5.55,2,B2148,Ribeirão Pires
chocolate,7.32,3,C3529,São Paulo
strawberry,4.89,1,D8176,Campinas
strawberry,8.2,2,B2148,Campinas
mint chocolate chips,8.76,1,B4252,Campinas
vanilla,3.73,3,D8176,São Paulo
chocolate,2.82,2,C6505,Campinas
vanilla,1.1,4,D6107,São Paulo
chocolate,6.18,3,A8639,Ribeirão Pires
pistachio,2.83,3,D7337,Campinas
chocolate,8.2,1,D8176,São Paulo
pistachio,8.19,4,A2464,Ribeirão Pires
strawberry,3.48,1,B5004,Campinas
pistachio,5.15,2,D6107,Campinas
pistachio,2.37,4,A5346,Barueri
cookies and cream,3.75,2,D5888,Ribeirão Pires
strawberry,2.4,4,D7337,Campinas
mint chocolate chips,8.62,4,A1234,Barueri
cookies and cream,6.31,4,D6506,São Paulo
mint chocolate chips,2.82,2,B2148,São Paulo
mint chocolate chips,3.03,4,D6506,Ribeirão Pires
chocolate,5.6,2,C2318,Campinas
vanilla,5.11,3,D6895,Barueri
mint chocolate chips,5.53,3,D6107,Campinas
cookies and cream,3.4,3,A3907,Ribeirão Pires
vanilla,2.89,3,A8641,Campinas
pistachio,1.01,2,B5911,Barueri
cookies and cream,1.68,1,C6505,Barueri
vanilla,5.93,4,B3946,Campinas
vanilla,6.4,2,D6895,São Paulo
vanilla,9.92,3,A9787,Ribeirão Pires
cookies and cream,4.84,1,A8641,Campinas
mint chocolate chips,2.44,3,D7337,Campinas
pistachio,5.66,1,C7950,Campinas
chocolate,7.24,2,A5346,Ribeirão Pires
chocolate,8.84,3,B6646,Ribeirão Pires
chocolate,6.42,3,C3529,Ribeirão Pires
strawberry,2.01,1,B2148,São Paulo
mint chocolate chips,2.84,2,B5004,Ribeirão Pires
chocolate,5.28,4,C6739,Barueri
vanilla,1.45,2,A9787,Barueri
chocolate,7.18,2,A1234,São Paulo
mint chocolate chips,3.55,1,A5289,São Paulo
mint chocolate chips,5.49,4,D3516,Ribeirão Pires
cookies and cream,7.79,4,A3907,São Paulo
strawberry,3.3,2,B3946,Campinas
chocolate,3.42,4,C1904,Barueri
strawberry,6.87,3,D8176,Barueri
pistachio,7.4,2,B5052,Ribeirão Pires
vanilla,8.16,1,C6739,Barueri
chocolate,2.66,2,B2164,Barueri
vanilla,9.44,3,B4383,Ribeirão Pires
chocolate,8.09,1,B5052,Campinas
chocolate,3.59,3,B3946,Campinas
chocolate,5.19,3,D6506,Campinas
vanilla,2.72,3,B4252,Barueri
pistachio,5.27,1,C6739,Ribeirão Pires
cookies and cream,6.54,4,B4383,Campinas
pistachio,7.81,2,D6107,Campinas
cookies and cream,4.34,1,B5052,Ribeirão Pires
cookies and cream,6.91,3,A3907,Campinas
vanilla,1.74,3,A3078,Ribeirão Pires
pistachio,3.9,3,B2164,Campinas
vanilla,2.56,4,D2572,São Paulo
mint chocolate chips,8.89,4,D3516,Barueri
pistachio,2.63,4,C4371,Campinas
cookies and cream,5.48,2,A8639,Ribeirão Pires
mint chocolate chips,6.74,3,A9787,Barueri
vanilla,1.56,4,C4371,Campinas
chocolate,4.4,2,D5888,Campinas
pistachio,9.93,3,A9787,São Paulo
strawberry,8.39,2,D2572,Barueri
vanilla,6.68,3,B8212,Campinas
pistachio,9.45,4,A5289,Barueri
cookies and cream,3.35,3,C2949,São Paulo
chocolate,3.3,4,C9360,Ribeirão Pires
vanilla,4.31,1,D3516,Barueri
cookies and cream,4.17,3,B6646,Barueri
cookies and cream,4.49,3,B5911,São Paulo
pistachio,7.58,3,A9787,Barueri
cookies and cream,1.74,3,B5052,São Paulo
cookies and cream,8.73,3,D3516,São Paulo
strawberry,9.05,1,B4252,Ribeirão Pires
mint chocolate chips,9.48,1,D1025,Ribeirão Pires
chocolate,3.8,4,B4383,Campinas
strawberry,8.69,3,D3516,Barueri
vanilla,2.44,2,A3907,São Paulo
pistachio,4.67,2,A8639,Campinas
cookies and cream,2.56,2,D1025,São Paulo
strawberry,4.58,2,A1252,Ribeirão Pires
cookies and cream,8.69,2,C7950,Ribeirão Pires
chocolate,1.89,3,B4383,Campinas
mint chocolate chips,4.77,1,B5052,Campinas
chocolate,5.93,3,A9787,São Paulo
